Date-time CET-CEST (DD/MM/YYYY HH:mm),DMA 1 (L/s),DMA 2 (L/s)
17/07/2021 16:00,13.06,10.87
17/07/2021 17:00,12.61,10.91
17/07/2021 18:00,12.63,11.73
17/07/2021 19:00,12.5,13.17
17/07/2021 20:00,12.44,11.84
17/07/2021 21:00,11.34,11.32
17/07/2021 22:00,10.58,10.35
17/07/2021 23:00,10.23,10.23
18/07/2021 00:00,9.27,9.15
18/07/2021 01:00,9.11,9.16
18/07/2021 02:00,9.25,9.11
18/07/2021 03:00,9.6,8.91
18/07/2021 04:00,10.07,9.12
18/07/2021 05:00,10.73,9.04
18/07/2021 06:00,11.77,10.54
18/07/2021 07:00,12.38,11.42
18/07/2021 08:00,12.85,11.79
18/07/2021 09:00,12.64,12.06
18/07/2021 10:00,12.31,12.46
18/07/2021 11:00,12.81,12.68
18/07/2021 12:00,12.45,13.6
18/07/2021 13:00,11.87,12.92
18/07/2021 14:00,11.09,11.12
18/07/2021 15:00,10.98,10.16
18/07/2021 16:00,11.03,10.5
18/07/2021 17:00,11.52,11.51
18/07/2021 18:00,11.74,11.41
18/07/2021 19:00,11.89,10.71
18/07/2021 20:00,12.82,11.05
18/07/2021 21:00,12.16,10.42
18/07/2021 22:00,11.67,9.6
18/07/2021 23:00,11.27,9.5
19/07/2021 00:00,10.12,9.66
19/07/2021 01:00,9.03,8.93
19/07/2021 02:00,8.7,8.81
19/07/2021 03:00,9.54,8.59
19/07/2021 04:00,10.08,8.76
19/07/2021 05:00,10.49,9.55
19/07/2021 06:00,12.13,10.63
19/07/2021 07:00,10.69,12.41
19/07/2021 08:00,13.8,12.4
19/07/2021 09:00,14.31,12.1
19/07/2021 10:00,14.12,11.61
19/07/2021 11:00,14.2,11.66
19/07/2021 12:00,13.33,11.21
19/07/2021 13:00,13.53,11.2
19/07/2021 14:00,13.27,11.03
19/07/2021 15:00,13.39,10.85
19/07/2021 16:00,14,12.11
19/07/2021 17:00,14.67,12.61
19/07/2021 18:00,14.97,14.24
19/07/2021 19:00,15.3,17.19
19/07/2021 20:00,14.53,16.29
19/07/2021 21:00,13,12.91
19/07/2021 22:00,12.3,10.54
19/07/2021 23:00,11.86,10.23
20/07/2021 00:00,10.34,9
20/07/2021 01:00,10.59,8.7
20/07/2021 02:00,20.26,9.1
20/07/2021 03:00,10.94,9.48
20/07/2021 04:00,11.08,9.63
20/07/2021 05:00,11.32,9.68
20/07/2021 06:00,11.79,11.7
20/07/2021 07:00,13.25,12.33
20/07/2021 08:00,14.05,13.14
20/07/2021 09:00,14.46,13.26
20/07/2021 10:00,14.41,12.63
20/07/2021 11:00,13.66,11.66
20/07/2021 12:00,12.17,11.48
20/07/2021 13:00,12.3,11.47
20/07/2021 14:00,NaN,NaN
20/07/2021 15:00,NaN,NaN
20/07/2021 16:00,13.77,11.84
20/07/2021 17:00,14.4,12.92
20/07/2021 18:00,14.52,14.55
20/07/2021 19:00,15.24,17.48
20/07/2021 20:00,16.05,14.61
20/07/2021 21:00,14.17,12.71
20/07/2021 22:00,12.8,11.13
20/07/2021 23:00,11.59,10.47
21/07/2021 00:00,10.61,9.84
21/07/2021 01:00,10.02,8.73
21/07/2021 02:00,9.33,8.74
21/07/2021 03:00,10.44,9.22
21/07/2021 04:00,10.83,9.46
21/07/2021 05:00,12.36,9.72
21/07/2021 06:00,NaN,11.95
21/07/2021 07:00,NaN,13.23
21/07/2021 08:00,15.33,14.38
21/07/2021 09:00,12.36,12.38
21/07/2021 10:00,12.34,12.32
21/07/2021 11:00,12.53,11.96
21/07/2021 12:00,12.24,11.83
21/07/2021 13:00,12.01,11.54
21/07/2021 14:00,12.32,11.99
21/07/2021 15:00,12.13,11.46
21/07/2021 16:00,12.21,11.88
21/07/2021 17:00,12.52,12.23
21/07/2021 18:00,12.53,14.98
21/07/2021 19:00,12.89,16.57
21/07/2021 20:00,13.73,15.65
21/07/2021 21:00,11.27,14.74
21/07/2021 22:00,9.85,11.94
21/07/2021 23:00,9.24,10.78
22/07/2021 00:00,7.19,9.2
22/07/2021 01:00,6.5,9.03
22/07/2021 02:00,5.93,9.48
22/07/2021 03:00,6.63,10.07
22/07/2021 04:00,6.83,9.83
22/07/2021 05:00,7.99,10.13
22/07/2021 06:00,9.71,12.69
22/07/2021 07:00,10.72,14.09
22/07/2021 08:00,12.01,13.4
22/07/2021 09:00,11.16,12.64
22/07/2021 10:00,10.85,11.94
22/07/2021 11:00,9.97,12.53
22/07/2021 12:00,10.23,11.78
22/07/2021 13:00,10.02,11.84
22/07/2021 14:00,10.2,11.69
22/07/2021 15:00,9.62,12.68
22/07/2021 16:00,10.42,12.14
22/07/2021 17:00,12.55,12.38
22/07/2021 18:00,13.76,13.47
22/07/2021 19:00,14.31,16.38
22/07/2021 20:00,13.93,14.66
22/07/2021 21:00,12.3,12.94
22/07/2021 22:00,11.71,11.43
22/07/2021 23:00,11.77,10.52
23/07/2021 00:00,10.6,9.77
23/07/2021 01:00,10.57,8.98
23/07/2021 02:00,9.14,8.82
23/07/2021 03:00,9.33,8.79
23/07/2021 04:00,9.33,9.06
23/07/2021 05:00,9.88,9.96
23/07/2021 06:00,10.62,12.16
23/07/2021 07:00,12.5,12.94
23/07/2021 08:00,13.64,14.65
23/07/2021 09:00,14.18,13.38
23/07/2021 10:00,13.46,12.62
23/07/2021 11:00,14.15,11.65
23/07/2021 12:00,12.76,11.12
23/07/2021 13:00,13.47,12.48
23/07/2021 14:00,12.38,11.24
23/07/2021 15:00,12.15,11.71
23/07/2021 16:00,12.55,11.9
23/07/2021 17:00,12.74,12.09
23/07/2021 18:00,12.77,13.59
23/07/2021 19:00,13.67,16.96
23/07/2021 20:00,14,18.11
23/07/2021 21:00,12.91,13.29
23/07/2021 22:00,11.29,11.29
23/07/2021 23:00,10.66,11.04
24/07/2021 00:00,9.14,10.1
24/07/2021 01:00,8.5,9.46
24/07/2021 02:00,8.15,9.79
24/07/2021 03:00,9.13,9.96
24/07/2021 04:00,9.42,10.51
24/07/2021 05:00,9.58,10.24
24/07/2021 06:00,11.21,12.59
24/07/2021 07:00,11.86,13.42
24/07/2021 08:00,12.38,14.96
24/07/2021 09:00,11.63,15.17
24/07/2021 10:00,11.4,14.69
24/07/2021 11:00,11.47,14.8
24/07/2021 12:00,11.28,14.31
24/07/2021 13:00,11.94,14.03
24/07/2021 14:00,11.61,13.13
24/07/2021 15:00,11.16,13.72
24/07/2021 16:00,11.57,14.41
24/07/2021 17:00,12.04,15.07
24/07/2021 18:00,12.76,17.06
24/07/2021 19:00,12.6,18.86
24/07/2021 20:00,13.29,15.65
24/07/2021 21:00,11.58,13.39
24/07/2021 22:00,10.87,11.58
24/07/2021 23:00,9.62,11.28
25/07/2021 00:00,8.51,10.82
25/07/2021 01:00,8.11,9.5
25/07/2021 02:00,7.39,9.65
25/07/2021 03:00,7.44,9.68
25/07/2021 04:00,8.39,9.88
25/07/2021 05:00,8.83,10.36
25/07/2021 06:00,9.87,11.75
25/07/2021 07:00,11.46,13.49
25/07/2021 08:00,12.11,14.9
25/07/2021 09:00,12.63,15.76
25/07/2021 10:00,12.9,13.93
25/07/2021 11:00,12.37,13.54
25/07/2021 12:00,11.84,12.91
25/07/2021 13:00,11.24,12.14
25/07/2021 14:00,11.33,11.43
25/07/2021 15:00,10.86,11.07
25/07/2021 16:00,11.32,11.51
25/07/2021 17:00,11.53,12.78
25/07/2021 18:00,11.66,15.42
25/07/2021 19:00,12.42,17.88
25/07/2021 20:00,12.79,15.56
25/07/2021 21:00,12.07,13.82
25/07/2021 22:00,11.32,11.89
25/07/2021 23:00,10.75,11.08
26/07/2021 00:00,9.44,9.97
26/07/2021 01:00,9.52,9.41
26/07/2021 02:00,8.62,9.69
26/07/2021 03:00,8.77,9.98
26/07/2021 04:00,8.51,10.21
26/07/2021 05:00,9.51,10.39
26/07/2021 06:00,10.84,13.05
26/07/2021 07:00,12.22,13.31
26/07/2021 08:00,13.44,13.31
26/07/2021 09:00,12.52,12.67
26/07/2021 10:00,12.87,12.48
26/07/2021 11:00,12.74,11.55
26/07/2021 12:00,13.29,11.79
26/07/2021 13:00,13.11,11.33
26/07/2021 14:00,12.71,10.98
26/07/2021 15:00,13.28,10.78
26/07/2021 16:00,14.44,10.94
26/07/2021 17:00,13.13,11.93
26/07/2021 18:00,12.7,13.58
26/07/2021 19:00,13.15,12.05
26/07/2021 20:00,12.42,11.66
26/07/2021 21:00,11.79,10.81
26/07/2021 22:00,11.54,10.5
26/07/2021 23:00,9.59,9.65
27/07/2021 00:00,8.02,9.56
27/07/2021 01:00,8.51,8.45
27/07/2021 02:00,20.16,8.88
27/07/2021 03:00,9.72,8.98
27/07/2021 04:00,9.39,9.57
27/07/2021 05:00,9.78,9.47
27/07/2021 06:00,10.33,10.63
27/07/2021 07:00,12.44,10.99
27/07/2021 08:00,12.31,12.22
27/07/2021 09:00,11.91,12.45
27/07/2021 10:00,NaN,NaN
27/07/2021 11:00,NaN,NaN
27/07/2021 12:00,11.85,11.5
27/07/2021 13:00,12.21,10.63
27/07/2021 14:00,11.97,10.27
27/07/2021 15:00,11.71,9.77
27/07/2021 16:00,12.05,11.36
27/07/2021 17:00,13.51,10.83
27/07/2021 18:00,14.39,11.61
27/07/2021 19:00,13.73,12.24
27/07/2021 20:00,13.3,12.04
27/07/2021 21:00,12.49,10.61
27/07/2021 22:00,12.18,9.76
27/07/2021 23:00,10.65,9.22
28/07/2021 00:00,9.08,8.43
28/07/2021 01:00,9.01,8.05
28/07/2021 02:00,8.1,8.56
28/07/2021 03:00,8.2,9.05
28/07/2021 04:00,8.63,9.04
28/07/2021 05:00,10.24,9.26
28/07/2021 06:00,12.05,10.24
28/07/2021 07:00,12.83,11.28
28/07/2021 08:00,12.46,11.96
28/07/2021 09:00,12.32,11.49
28/07/2021 10:00,12.24,10.87
28/07/2021 11:00,12.19,10.65
28/07/2021 12:00,12.68,10.69
28/07/2021 13:00,12.76,11.04
28/07/2021 14:00,12.44,11.47
28/07/2021 15:00,11.99,11.18
28/07/2021 16:00,13.64,11.63
28/07/2021 17:00,15.4,11.75
28/07/2021 18:00,14.11,12.72
28/07/2021 19:00,13.65,15.65
28/07/2021 20:00,13.49,14.92
28/07/2021 21:00,11.88,11.48
28/07/2021 22:00,12.13,10.85
28/07/2021 23:00,11.93,9.77
29/07/2021 00:00,9.56,9.17
29/07/2021 01:00,8.08,8.48
29/07/2021 02:00,6.92,8.4
29/07/2021 03:00,7.55,8.65
29/07/2021 04:00,8.05,8.79
29/07/2021 05:00,9.73,9.29
29/07/2021 06:00,10.89,10.65
29/07/2021 07:00,12.73,12.94
29/07/2021 08:00,13.38,14.14
29/07/2021 09:00,14.49,12.75
29/07/2021 10:00,NaN,11.9
29/07/2021 11:00,NaN,12.05
29/07/2021 12:00,13.55,11.69
29/07/2021 13:00,10.74,12.61
29/07/2021 14:00,11.16,11.35
29/07/2021 15:00,13.23,11.54
29/07/2021 16:00,12.12,11.93
29/07/2021 17:00,12.13,12.6
29/07/2021 18:00,12.82,14.43
29/07/2021 19:00,13.13,17.38
29/07/2021 20:00,13.9,17.09
29/07/2021 21:00,13.29,13.22
29/07/2021 22:00,12.97,10.74
29/07/2021 23:00,11.39,10.13
30/07/2021 00:00,9.88,9.2
30/07/2021 01:00,8.2,8.53
30/07/2021 02:00,7.81,8.88
30/07/2021 03:00,8.48,9.05
30/07/2021 04:00,8.18,9.81
30/07/2021 05:00,9.22,9.96
30/07/2021 06:00,11.1,13.14
30/07/2021 07:00,13.33,14.13
30/07/2021 08:00,13.56,14.48
30/07/2021 09:00,14.25,13.2
30/07/2021 10:00,13.39,12.08
30/07/2021 11:00,12.02,11.61
30/07/2021 12:00,11.86,11.47
30/07/2021 13:00,11.29,11.7
30/07/2021 14:00,11.76,11.93
30/07/2021 15:00,11.72,11.59
30/07/2021 16:00,12.01,11.79
30/07/2021 17:00,12.37,12.38
30/07/2021 18:00,12.4,14.58
30/07/2021 19:00,14.01,16.98
30/07/2021 20:00,13.87,15.47
30/07/2021 21:00,12.77,12.42
30/07/2021 22:00,11.15,10.77
30/07/2021 23:00,10.26,10.05
31/07/2021 00:00,9.62,9.74
31/07/2021 01:00,9.34,8.67
31/07/2021 02:00,8.29,8.73
31/07/2021 03:00,8.05,8.67
31/07/2021 04:00,8.16,8.84
31/07/2021 05:00,9.37,9.25
31/07/2021 06:00,10.36,11.19
31/07/2021 07:00,11.14,12.85
31/07/2021 08:00,12.13,14.65
31/07/2021 09:00,12.22,14.63
31/07/2021 10:00,12.23,12.97
31/07/2021 11:00,12.12,12.1
31/07/2021 12:00,12.04,12.55
31/07/2021 13:00,11.63,11.12
31/07/2021 14:00,10.89,11.19
31/07/2021 15:00,11.01,11.29
31/07/2021 16:00,11.32,11.03
31/07/2021 17:00,10.27,13.03
31/07/2021 18:00,11.18,13.97
31/07/2021 19:00,12.06,15.06
31/07/2021 20:00,11.98,13.61
31/07/2021 21:00,NaN,13.48
31/07/2021 22:00,NaN,NaN
31/07/2021 23:00,NaN,NaN
1/8/2021 0:00,NaN,NaN
1/8/2021 1:00,NaN,NaN
1/8/2021 2:00,NaN,NaN
1/8/2021 3:00,NaN,NaN
1/8/2021 4:00,NaN,NaN
1/8/2021 5:00,NaN,NaN
1/8/2021 6:00,NaN,NaN
1/8/2021 7:00,NaN,NaN
1/8/2021 8:00,NaN,NaN
1/8/2021 9:00,NaN,NaN
1/8/2021 10:00,NaN,NaN
1/8/2021 11:00,NaN,NaN
1/8/2021 12:00,NaN,NaN
1/8/2021 13:00,NaN,NaN
1/8/2021 14:00,NaN,NaN
1/8/2021 15:00,NaN,NaN
1/8/2021 16:00,NaN,NaN
1/8/2021 17:00,NaN,NaN
1/8/2021 18:00,NaN,NaN
1/8/2021 19:00,NaN,NaN
1/8/2021 20:00,NaN,NaN
1/8/2021 21:00,NaN,NaN
1/8/2021 22:00,NaN,NaN
1/8/2021 23:00,NaN,NaN
2/8/2021 0:00,NaN,NaN
2/8/2021 1:00,NaN,NaN
2/8/2021 2:00,NaN,NaN
2/8/2021 3:00,NaN,NaN
2/8/2021 4:00,9.3,11.08
2/8/2021 5:00,10.05,9.74
2/8/2021 6:00,11.4,12.15
2/8/2021 7:00,12.35,14.33
2/8/2021 8:00,13.07,14.17
2/8/2021 9:00,13.11,13.45
2/8/2021 10:00,11.95,12.73
2/8/2021 11:00,11.01,11.82
2/8/2021 12:00,11.07,11.57
2/8/2021 13:00,11.4,11.78
2/8/2021 14:00,10.73,11.43
2/8/2021 15:00,10.01,11.29
2/8/2021 16:00,9.32,11.51
2/8/2021 17:00,10.84,12.82
2/8/2021 18:00,11.72,14.53
2/8/2021 19:00,13.07,17.7
2/8/2021 20:00,12.68,16.34
2/8/2021 21:00,12.1,15.92
2/8/2021 22:00,NaN,NaN
2/8/2021 23:00,NaN,NaN
3/8/2021 0:00,NaN,NaN
3/8/2021 1:00,NaN,NaN
3/8/2021 2:00,NaN,NaN
3/8/2021 3:00,NaN,NaN
3/8/2021 4:00,NaN,NaN
3/8/2021 5:00,NaN,NaN
3/8/2021 6:00,NaN,NaN
3/8/2021 7:00,NaN,NaN
3/8/2021 8:00,11.68,14.83
3/8/2021 9:00,10.62,13.95
3/8/2021 10:00,9.69,12.57
3/8/2021 11:00,9.68,12.02
3/8/2021 12:00,8.9,11.75
3/8/2021 13:00,8.6,11.08
3/8/2021 14:00,7.58,10.61
3/8/2021 15:00,9.88,10.53
3/8/2021 16:00,11.06,10.35
3/8/2021 17:00,11.27,10.44
3/8/2021 18:00,11.81,10.9
3/8/2021 19:00,12.78,12.17
3/8/2021 20:00,12.78,12.79
3/8/2021 21:00,11.97,11.14
3/8/2021 22:00,11.86,10.2
3/8/2021 23:00,11.55,9.87
4/8/2021 0:00,10.03,9.84
4/8/2021 1:00,9.32,8.87
4/8/2021 2:00,8.26,8.62
4/8/2021 3:00,7.32,8.6
4/8/2021 4:00,7.28,8.61
4/8/2021 5:00,8.55,8.81
4/8/2021 6:00,9.24,9.97
4/8/2021 7:00,10.87,11.04
4/8/2021 8:00,11.48,11.66
4/8/2021 9:00,11.71,11.52
4/8/2021 10:00,12.02,10.71
4/8/2021 11:00,12.13,10.45
4/8/2021 12:00,11.58,10.53
4/8/2021 13:00,11.99,10.78
4/8/2021 14:00,12.1,10.53
4/8/2021 15:00,11.52,10.04
4/8/2021 16:00,11.19,10.88
4/8/2021 17:00,11.11,11.09
4/8/2021 18:00,11.3,11.28
4/8/2021 19:00,11.7,11.13
4/8/2021 20:00,11.69,12.56
4/8/2021 21:00,11.26,11.26
4/8/2021 22:00,11.62,10.13
4/8/2021 23:00,10.8,9.89
5/8/2021 0:00,9.42,9.22
5/8/2021 1:00,8.15,8.6
5/8/2021 2:00,7.56,8.98
5/8/2021 3:00,8.04,8.71
5/8/2021 4:00,8.35,9.13
5/8/2021 5:00,9.1,8.89
5/8/2021 6:00,9.7,10.25
5/8/2021 7:00,11.08,11.33
5/8/2021 8:00,12.13,11.78
5/8/2021 9:00,11.15,11.27
5/8/2021 10:00,10.78,10.31
5/8/2021 11:00,10.68,10.97
5/8/2021 12:00,11.07,10.32
5/8/2021 13:00,11.22,10.37
5/8/2021 14:00,11.32,10.47
5/8/2021 15:00,10.93,10.75
5/8/2021 16:00,11.59,10.49
5/8/2021 17:00,12.08,11.16
5/8/2021 18:00,11.92,11.19
5/8/2021 19:00,12.13,11.67
5/8/2021 20:00,12.08,12.29
5/8/2021 21:00,11.15,10.71
5/8/2021 22:00,11.41,10.71
5/8/2021 23:00,10.8,9.73
6/8/2021 0:00,8.23,9.9
6/8/2021 1:00,7.01,8.9
6/8/2021 2:00,6.98,8.56
6/8/2021 3:00,7.61,8.65
6/8/2021 4:00,7.85,8.74
6/8/2021 5:00,9.56,8.92
6/8/2021 6:00,10.74,10.04
6/8/2021 7:00,11.67,11.26
6/8/2021 8:00,12.71,11.61
6/8/2021 9:00,12.33,11.87
6/8/2021 10:00,11.66,10.86
6/8/2021 11:00,10.91,10.56
6/8/2021 12:00,10.76,11.02
6/8/2021 13:00,10.93,11.34
6/8/2021 14:00,11.02,11.1
6/8/2021 15:00,10.75,10.6
6/8/2021 16:00,11.14,10.51
6/8/2021 17:00,11.24,10.93
6/8/2021 18:00,12.23,11.68
6/8/2021 19:00,12.44,12.07
6/8/2021 20:00,12.51,12.14
6/8/2021 21:00,11.8,11.26
6/8/2021 22:00,11.43,10.15
6/8/2021 23:00,10.49,10.36
7/8/2021 0:00,8.44,9.38
7/8/2021 1:00,7.42,8.7
7/8/2021 2:00,6.13,8.99
7/8/2021 3:00,7.23,8.77
7/8/2021 4:00,7.6,8.75
7/8/2021 5:00,8.4,9.18
7/8/2021 6:00,10.23,9.74
7/8/2021 7:00,10.93,10.66
7/8/2021 8:00,12.09,12.06
7/8/2021 9:00,12.53,13.16
7/8/2021 10:00,11.91,12.55
7/8/2021 11:00,11.94,12.04
7/8/2021 12:00,11.56,11.69
7/8/2021 13:00,10.86,11.47
7/8/2021 14:00,11.16,11.42
7/8/2021 15:00,10.72,11.22
7/8/2021 16:00,10.42,11.66
7/8/2021 17:00,11.14,12.25
7/8/2021 18:00,11.23,12
7/8/2021 19:00,12.49,12.9
7/8/2021 20:00,11.21,12.6
7/8/2021 21:00,10.12,10.15
7/8/2021 22:00,11.38,9.89
7/8/2021 23:00,10.13,9.66
8/8/2021 0:00,8.97,9.64
8/8/2021 1:00,8,8.63
8/8/2021 2:00,8.01,8.66
8/8/2021 3:00,7.74,8.6
8/8/2021 4:00,7.29,8.84
8/8/2021 5:00,8.14,8.72
8/8/2021 6:00,9.92,9.3
8/8/2021 7:00,10.55,10.78
8/8/2021 8:00,11.37,12.05
8/8/2021 9:00,11.36,12.69
8/8/2021 10:00,11.36,12.88
8/8/2021 11:00,11.28,12.2
8/8/2021 12:00,10.68,12.27
8/8/2021 13:00,10.77,11.97
8/8/2021 14:00,10.53,11.24
8/8/2021 15:00,10.44,NaN
8/8/2021 16:00,11.38,12.07
8/8/2021 17:00,11.05,13.46
8/8/2021 18:00,10.85,14.39
8/8/2021 19:00,11.7,13.95
8/8/2021 20:00,12.48,13.59
8/8/2021 21:00,11.54,11.44
8/8/2021 22:00,10.57,9.96
8/8/2021 23:00,9.62,10.17
9/8/2021 0:00,8.18,8.86
9/8/2021 1:00,7.35,8.29
9/8/2021 2:00,6.29,8.53
9/8/2021 3:00,6.83,8.55
9/8/2021 4:00,8.3,8.64
9/8/2021 5:00,9.01,8.9
9/8/2021 6:00,10.78,10.87
9/8/2021 7:00,11.62,12.81
9/8/2021 8:00,12.4,12.62
9/8/2021 9:00,11.4,12
9/8/2021 10:00,11.28,11.65
9/8/2021 11:00,10.54,11.35
9/8/2021 12:00,10.58,11.38
9/8/2021 13:00,11.02,11.17
9/8/2021 14:00,11.05,11.16
9/8/2021 15:00,10.36,11.39
9/8/2021 16:00,10.53,11.08
9/8/2021 17:00,10.55,10.98
9/8/2021 18:00,12.76,12.69
9/8/2021 19:00,13.03,15.89
9/8/2021 20:00,13.11,15.27
9/8/2021 21:00,11.36,11.87
9/8/2021 22:00,11.74,10.39
9/8/2021 23:00,11.21,10.05
10/8/2021 0:00,9.27,9.88
10/8/2021 1:00,8.55,8.67
10/8/2021 2:00,19.19,9.03
10/8/2021 3:00,8.83,9.1
10/8/2021 4:00,8.73,9.02
10/8/2021 5:00,9.86,9.89
10/8/2021 6:00,11.87,11.19
10/8/2021 7:00,12.06,13.56
10/8/2021 8:00,12.9,13.53
10/8/2021 9:00,11.77,11.83
10/8/2021 10:00,12,11.76
10/8/2021 11:00,10.66,11.28
10/8/2021 12:00,10.33,11.21
10/8/2021 13:00,10.99,11.07
10/8/2021 14:00,10.55,11.63
10/8/2021 15:00,9.85,10.9
10/8/2021 16:00,10.54,11.13
10/8/2021 17:00,10.99,11.73
10/8/2021 18:00,11.92,13.06
10/8/2021 19:00,13.01,17
10/8/2021 20:00,13.39,15.6
10/8/2021 21:00,11.97,12.52
10/8/2021 22:00,12.19,10.65
10/8/2021 23:00,11.91,10.45
11/8/2021 0:00,10.39,9.06
11/8/2021 1:00,9.99,8.62
11/8/2021 2:00,9.52,8.78
11/8/2021 3:00,9.86,8.66
11/8/2021 4:00,8.83,8.86
11/8/2021 5:00,9.58,9.29
11/8/2021 6:00,10.87,11.81
11/8/2021 7:00,11.64,14.75
11/8/2021 8:00,11.68,14.49
11/8/2021 9:00,11.12,13.45
11/8/2021 10:00,10.63,12.72
11/8/2021 11:00,11.21,11.35
11/8/2021 12:00,12.03,11.71
11/8/2021 13:00,11.78,11.42
11/8/2021 14:00,11.48,10.96
11/8/2021 15:00,11.39,10.48
11/8/2021 16:00,11.25,10.69
11/8/2021 17:00,11.77,11.87
11/8/2021 18:00,11.82,13.96
11/8/2021 19:00,12.92,16.7
11/8/2021 20:00,13.01,17.38
11/8/2021 21:00,11.23,12.95
11/8/2021 22:00,11.67,10.93
11/8/2021 23:00,11.04,10
12/8/2021 0:00,10.24,9.78
12/8/2021 1:00,9.77,8.52
12/8/2021 2:00,10,9.03
12/8/2021 3:00,9.99,9.16
12/8/2021 4:00,9.78,9.15
12/8/2021 5:00,11.06,9.2
12/8/2021 6:00,11.56,12.22
12/8/2021 7:00,12.32,13.6
12/8/2021 8:00,13.48,14.83
12/8/2021 9:00,12.66,12.85
12/8/2021 10:00,11.31,11.59
12/8/2021 11:00,10.8,10.93
12/8/2021 12:00,10.89,10.81
12/8/2021 13:00,10.81,11.29
12/8/2021 14:00,10.37,11.47
12/8/2021 15:00,10.27,11.04
12/8/2021 16:00,10.78,11.27
12/8/2021 17:00,11.83,12.26
12/8/2021 18:00,12.23,14.11
12/8/2021 19:00,13.22,16.81
12/8/2021 20:00,13.39,16.15
12/8/2021 21:00,11.96,12.92
12/8/2021 22:00,11.97,10.97
12/8/2021 23:00,11.51,10.26
13/08/2021 00:00,9.83,9.29
13/08/2021 01:00,9.66,8.28
13/08/2021 02:00,9.08,8.62
13/08/2021 03:00,9.27,8.52
13/08/2021 04:00,9.49,8.92
13/08/2021 05:00,11.42,9.35
13/08/2021 06:00,12.3,12.27
13/08/2021 07:00,12.67,14.09
13/08/2021 08:00,12.91,14.03
13/08/2021 09:00,13.8,14.12
13/08/2021 10:00,12.1,13.05
13/08/2021 11:00,11.01,11.63
13/08/2021 12:00,10.26,11.43
13/08/2021 13:00,10.73,11.25
13/08/2021 14:00,11.01,11.06
13/08/2021 15:00,11.04,11.85
13/08/2021 16:00,11.21,10.89
13/08/2021 17:00,10.96,11.4
13/08/2021 18:00,NaN,14.62
13/08/2021 19:00,NaN,16.7
13/08/2021 20:00,NaN,15.15
13/08/2021 21:00,NaN,10.73
13/08/2021 22:00,NaN,10.44
13/08/2021 23:00,NaN,10.33
14/08/2021 00:00,NaN,10.3
14/08/2021 01:00,NaN,8.79
14/08/2021 02:00,NaN,9.16
14/08/2021 03:00,NaN,9.61
14/08/2021 04:00,NaN,9.68
14/08/2021 05:00,NaN,9.36
14/08/2021 06:00,NaN,NaN
14/08/2021 07:00,NaN,NaN
14/08/2021 08:00,NaN,NaN
14/08/2021 09:00,NaN,NaN
14/08/2021 10:00,NaN,NaN
14/08/2021 11:00,NaN,NaN
14/08/2021 12:00,NaN,NaN
14/08/2021 13:00,NaN,NaN
14/08/2021 14:00,NaN,NaN
14/08/2021 15:00,NaN,NaN
14/08/2021 16:00,NaN,NaN
14/08/2021 17:00,NaN,NaN
14/08/2021 18:00,NaN,NaN
14/08/2021 19:00,NaN,NaN
14/08/2021 20:00,NaN,NaN
14/08/2021 21:00,NaN,NaN
14/08/2021 22:00,NaN,NaN
14/08/2021 23:00,NaN,NaN
15/08/2021 00:00,NaN,NaN
15/08/2021 01:00,NaN,NaN
15/08/2021 02:00,NaN,NaN
15/08/2021 03:00,NaN,NaN
15/08/2021 04:00,NaN,NaN
15/08/2021 05:00,NaN,NaN
15/08/2021 06:00,NaN,NaN
15/08/2021 07:00,NaN,NaN
15/08/2021 08:00,NaN,NaN
15/08/2021 09:00,NaN,NaN
15/08/2021 10:00,NaN,NaN
15/08/2021 11:00,NaN,NaN
15/08/2021 12:00,NaN,NaN
15/08/2021 13:00,NaN,NaN
15/08/2021 14:00,NaN,NaN
15/08/2021 15:00,NaN,NaN
15/08/2021 16:00,NaN,NaN
15/08/2021 17:00,NaN,NaN
15/08/2021 18:00,NaN,NaN
15/08/2021 19:00,NaN,NaN
15/08/2021 20:00,NaN,NaN
15/08/2021 21:00,NaN,NaN
15/08/2021 22:00,NaN,NaN
15/08/2021 23:00,NaN,NaN
16/08/2021 00:00,NaN,10.09
16/08/2021 01:00,NaN,9.27
16/08/2021 02:00,NaN,9.28
16/08/2021 03:00,NaN,9.08
16/08/2021 04:00,10.99,9.19
16/08/2021 05:00,11.13,9.61
16/08/2021 06:00,12.13,11.68
16/08/2021 07:00,12.13,13.31
16/08/2021 08:00,13.31,13.54
16/08/2021 09:00,12.9,12.95
16/08/2021 10:00,11.14,12.85
16/08/2021 11:00,10.92,12
16/08/2021 12:00,10.94,11.75
16/08/2021 13:00,10.82,10.94
16/08/2021 14:00,11.14,10.42
16/08/2021 15:00,10.82,10.73
16/08/2021 16:00,11.22,10.98
16/08/2021 17:00,12.03,11.7
16/08/2021 18:00,12.26,11.93
16/08/2021 19:00,13.1,15
16/08/2021 20:00,13.41,14.44
16/08/2021 21:00,11.96,11.65
16/08/2021 22:00,12.03,10.38
16/08/2021 23:00,11.25,9.97
17/08/2021 00:00,9.86,9.27
17/08/2021 01:00,9.77,8.72
17/08/2021 02:00,19.27,9.2
17/08/2021 03:00,9.18,9.17
17/08/2021 04:00,9.49,9.42
17/08/2021 05:00,10.85,9.53
17/08/2021 06:00,11.84,10.79
